SalesID,DateKey,ProductKey,CustomerKey,StoreKey,SupplierKey,Quantity,UnitCost,UnitPrice,Discount,TotalAmount,CostPrice
1757,20250426,33,113,10,5,1,335.55,425.3,0,425.3,335.55
1758,20250311,73,234,10,20,4,242.39,355.41,5,1416.64,969.56
1759,20240912,12,180,9,13,5,70.45,91.53,10,447.65,352.25
1760,20250407,76,474,8,5,3,183.35,204.85,5,609.55,550.05
1761,20240622,90,35,10,20,2,311.4,443.69,15,872.38,622.8
1762,20241005,23,305,10,16,6,232.73,328.22,10,1959.32,1396.38
1763,20250502,79,222,6,14,6,80.72,98.04,5,583.24,484.32
1764,20250511,63,271,3,20,8,99.19,137.61,10,1090.88,793.52
1765,20241213,20,223,7,6,5,463.8,541.88,10,2699.4,2319.0
1766,20250307,56,321,2,5,6,86.75,96.06,10,566.36,520.5
1767,20240723,90,469,10,3,8,311.4,396.15,5,3164.2,2491.2
1768,20250117,22,304,8,14,6,471.96,656.43,5,3933.58,2831.76
1769,20250305,65,222,4,14,3,393.94,479.44,10,1428.32,1181.82
1770,20250315,4,3,4,3,9,269.02,397.64,0,3578.76,2421.18
1771,20240809,67,227,4,2,2,85.35,118.84,5,232.68,170.7
1772,20250101,85,155,6,18,4,485.9,700.12,5,2795.48,1943.6
1773,20240718,17,101,5,9,1,177.81,242.25,10,232.25,177.81
1774,20250129,96,397,2,8,7,71.96,98.98,0,692.86,503.72
1775,20240921,21,34,7,16,1,409.79,535.79,5,530.79,409.79
1776,20241023,22,302,2,2,8,471.96,706.58,0,5652.64,3775.68
1777,20240919,97,80,7,8,1,367.42,450.49,10,440.49,367.42
1778,20241009,3,14,5,11,8,432.19,517.15,5,4132.2,3457.52
1779,20240918,50,43,9,17,7,91.43,118.09,0,826.63,640.01
1780,20250201,76,363,6,10,3,183.35,272.9,5,813.7,550.05
1781,20240927,94,38,3,8,5,160.77,190.18,5,945.9,803.85
1782,20240917,9,35,6,9,1,184.56,221.35,10,211.35,184.56
1783,20241111,35,264,3,7,8,154.41,227.95,15,1808.6,1235.28
1784,20240909,3,345,8,18,9,432.19,623.54,15,5596.86,3889.71
1785,20241003,89,447,6,16,3,169.41,206.69,15,605.07,508.23
1786,20241207,68,251,10,1,9,421.87,493.37,5,4435.33,3796.83
1787,20241116,79,120,8,13,7,80.72,96.03,10,662.21,565.04
1788,20250216,55,130,7,1,3,181.41,240.35,0,721.05,544.23
1789,20241128,20,164,7,7,8,463.8,566.79,15,4519.32,3710.4
1790,20240731,94,245,7,17,6,160.77,207.53,10,1235.18,964.62
1791,20240916,27,9,5,9,2,354.42,469.17,10,928.34,708.84
1792,20250223,28,100,5,8,4,28.01,39.46,15,142.84,112.04
1793,20250215,20,290,4,5,9,463.8,569.81,0,5128.29,4174.2
1794,20250503,84,88,1,10,1,400.42,459.8,10,449.8,400.42
1795,20240720,34,361,9,3,7,480.49,551.29,0,3859.03,3363.43
1796,20240528,80,360,8,6,9,22.08,27.56,15,233.04,198.72
1797,20250505,31,281,1,6,9,416.83,558.36,0,5025.24,3751.47
1798,20250220,77,231,7,17,1,379.24,490.95,5,485.95,379.24
1799,20240718,14,227,8,19,3,330.48,483.22,5,1444.66,991.44
1800,20250331,42,261,4,18,4,312.61,376.43,5,1500.72,1250.44
1801,20240629,27,450,6,1,5,354.42,522.72,0,2613.6,1772.1
1802,20250113,32,285,5,19,7,69.8,90.95,5,631.65,488.6
1803,20241228,84,425,2,12,6,400.42,441.52,15,2634.12,2402.52
1804,20241027,86,237,1,11,7,121.56,133.93,0,937.51,850.92
1805,20250428,3,311,9,1,2,432.19,498.84,0,997.68,864.38
1806,20241208,49,120,1,9,1,475.12,640.86,0,640.86,475.12
1807,20250514,58,185,5,13,5,385.77,443.99,5,2214.95,1928.85
1808,20241009,46,461,10,8,3,77.77,90.04,15,255.12,233.31
1809,20250518,69,271,2,20,7,214.33,239.99,10,1669.93,1500.31
1810,20250515,42,83,7,9,4,312.61,468.26,15,1858.04,1250.44
1811,20241018,27,100,1,15,5,354.42,523.38,0,2616.9,1772.1
1812,20250512,58,340,6,11,6,385.77,514.91,0,3089.46,2314.62
1813,20240823,62,302,3,7,7,238.75,328.69,5,2295.83,1671.25
1814,20250311,66,59,4,18,9,56.62,80.26,0,722.34,509.58
1815,20250515,38,255,6,6,6,183.58,237.71,10,1416.26,1101.48
1816,20241224,9,310,7,6,7,184.56,248.92,15,1727.44,1291.92
1817,20241020,64,389,7,9,9,482.28,687.75,0,6189.75,4340.52
1818,20250324,44,174,5,16,8,113.01,127.49,10,1009.92,904.08
1819,20241026,14,341,10,18,3,330.48,476.4,10,1419.2,991.44
1820,20240531,83,323,4,5,2,422.69,620.45,5,1235.9,845.38
1821,20240730,1,212,1,4,5,491.11,661.78,0,3308.9,2455.55
1822,20241211,45,436,5,5,9,52.7,72.19,10,639.71,474.3
1823,20250224,16,12,2,7,8,178.79,219.26,0,1754.08,1430.32
1824,20250318,62,300,6,1,9,238.75,325.46,0,2929.14,2148.75
1825,20241211,39,322,10,6,9,315.64,389.93,5,3504.37,2840.76
1826,20250216,68,69,10,6,6,421.87,626.21,10,3747.26,2531.22
1827,20250313,47,260,4,17,5,442.11,636.11,5,3175.55,2210.55
1828,20240820,92,51,2,6,3,143.8,205.07,15,600.21,431.4
1829,20240616,5,238,3,16,6,324.09,485.04,0,2910.24,1944.54
1830,20250222,99,238,2,8,2,155.36,187.21,10,364.42,310.72
1831,20250428,21,84,5,15,7,409.79,463.78,15,3231.46,2868.53
1832,20241125,72,429,8,4,2,373.31,475.28,10,940.56,746.62
1833,20241122,80,257,1,17,9,22.08,27.68,0,249.12,198.72
1834,20240614,62,497,10,17,2,238.75,265.06,10,520.12,477.5
1835,20250412,84,159,5,14,5,400.42,577.05,15,2870.25,2002.1
1836,20250416,59,327,1,4,9,240.95,347.04,15,3108.36,2168.55
1837,20241031,9,199,7,5,5,184.56,261.55,10,1297.75,922.8
1838,20250201,28,333,4,11,5,28.01,41.9,5,204.5,140.05
1839,20250509,22,134,10,2,3,471.96,540.98,15,1607.94,1415.88
1840,20250313,83,233,5,16,4,422.69,588.08,10,2342.32,1690.76
1841,20240701,44,467,3,6,2,113.01,144.66,10,279.32,226.02
1842,20250212,3,27,2,11,3,432.19,555.68,5,1662.04,1296.57
1843,20250219,90,337,1,1,6,311.4,405.34,5,2427.04,1868.4
1844,20241016,80,94,3,1,7,22.08,28.55,10,189.85,154.56
1845,20240921,77,290,2,1,8,379.24,524.01,0,4192.08,3033.92
1846,20250125,74,268,8,17,1,56.01,65.93,5,60.93,56.01
1847,20240805,4,448,4,10,4,269.02,307.52,0,1230.08,1076.08
1848,20250330,70,355,9,15,5,21.58,31.46,5,152.3,107.9
1849,20250511,64,334,10,11,3,482.28,613.05,0,1839.15,1446.84
1850,20241120,80,94,7,10,1,22.08,27.02,15,12.02,22.08
1851,20250106,81,177,1,6,4,392.82,510.57,0,2042.28,1571.28
1852,20240602,64,12,10,1,7,482.28,677.68,0,4743.76,3375.96
1853,20240604,57,53,2,3,5,41.58,50.4,10,242.0,207.9
1854,20241021,41,423,1,2,8,184.7,276.73,15,2198.84,1477.6
1855,20240910,34,79,7,12,4,480.49,611.91,15,2432.64,1921.96
1856,20241107,78,37,8,11,3,165.65,194.33,10,572.99,496.95
1857,20240917,47,147,6,20,8,442.11,586.16,5,4684.28,3536.88
1858,20241214,64,332,9,5,5,482.28,555.44,10,2767.2,2411.4
1859,20240927,51,428,1,19,7,59.49,81.33,10,559.31,416.43
1860,20240819,17,339,9,11,7,177.81,197.24,0,1380.68,1244.67
1861,20241015,63,375,4,10,4,99.19,148.38,10,583.52,396.76
1862,20241023,65,353,4,14,1,393.94,502.89,15,487.89,393.94
1863,20250102,37,481,10,9,6,424.81,495.95,5,2970.7,2548.86
1864,20250315,15,481,3,3,1,477.21,657.53,0,657.53,477.21
1865,20241121,31,93,5,18,2,416.83,474.75,0,949.5,833.66
1866,20241115,74,215,4,10,9,56.01,67.61,0,608.49,504.09
1867,20240601,28,250,7,11,5,28.01,39.07,0,195.35,140.05
1868,20241228,14,238,5,16,3,330.48,474.12,15,1407.36,991.44
1869,20241109,71,331,3,18,8,355.83,448.93,5,3586.44,2846.64
1870,20250203,3,272,6,15,2,432.19,581.35,5,1157.7,864.38
1871,20250505,18,416,2,6,1,300.31,414.19,0,414.19,300.31
1872,20240709,62,170,5,20,7,238.75,298.85,0,2091.95,1671.25
1873,20240615,35,71,3,13,4,154.41,206.42,5,820.68,617.64
1874,20250228,79,301,3,7,9,80.72,119.44,5,1069.96,726.48
1875,20241102,32,19,10,18,4,69.8,85.31,5,336.24,279.2
1876,20241211,83,42,2,14,3,422.69,523.34,15,1555.02,1268.07
1877,20240721,59,330,3,7,2,240.95,313.19,10,616.38,481.9
1878,20240729,80,86,2,4,1,22.08,24.68,15,9.68,22.08
1879,20250107,99,253,5,7,1,155.36,189.79,15,174.79,155.36
1880,20241116,63,251,7,20,2,99.19,109.45,5,213.9,198.38
1881,20240615,14,123,2,9,7,330.48,482.95,10,3370.65,2313.36
1882,20240905,6,293,8,13,4,360.5,511.67,5,2041.68,1442.0
1883,20240728,7,48,7,9,9,48.58,63.37,5,565.33,437.22
1884,20240809,61,449,1,2,5,449.49,534.14,0,2670.7,2247.45
1885,20241220,57,182,3,13,9,41.58,59.07,10,521.63,374.22
1886,20241116,34,243,10,8,7,480.49,685.33,10,4787.31,3363.43
1887,20250131,47,32,8,3,1,442.11,628.56,15,613.56,442.11
1888,20250427,93,397,9,15,7,42.41,50.35,10,342.45,296.87
1889,20250306,62,236,2,11,2,238.75,283.77,0,567.54,477.5
1890,20241203,29,329,2,20,4,334.51,475.09,10,1890.36,1338.04
1891,20250509,45,303,3,10,4,52.7,73.38,5,288.52,210.8
1892,20241214,1,491,6,16,4,491.11,674.25,10,2687.0,1964.44
1893,20240722,13,137,7,7,4,72.07,102.46,0,409.84,288.28
1894,20240910,82,188,3,5,1,54.6,81.52,5,76.52,54.6
1895,20240910,57,283,2,5,7,41.58,61.45,5,425.15,291.06
1896,20240905,8,17,10,11,8,498.19,734.31,0,5874.48,3985.52
1897,20241201,44,4,7,5,9,113.01,126.15,5,1130.35,1017.09
1898,20250219,63,410,10,19,6,99.19,135.23,15,796.38,595.14
1899,20250220,91,84,3,20,6,100.61,136.54,10,809.24,603.66
1900,20241002,86,324,1,16,7,121.56,177.11,10,1229.77,850.92
1901,20250519,57,93,8,6,2,41.58,56.97,15,98.94,83.16
1902,20240706,64,13,3,1,6,482.28,557.94,0,3347.64,2893.68
1903,20250109,5,226,9,15,5,324.09,357.52,10,1777.6,1620.45
1904,20250408,92,129,10,18,2,143.8,213.4,10,416.8,287.6
1905,20250108,69,167,7,18,8,214.33,288.47,10,2297.76,1714.64
1906,20250201,66,315,3,7,4,56.62,63.55,15,239.2,226.48
1907,20250109,78,244,10,6,2,165.65,194.2,15,373.4,331.3
1908,20250423,13,254,1,4,5,72.07,103.81,15,504.05,360.35
1909,20250218,71,242,4,12,1,355.83,421.8,5,416.8,355.83
1910,20250205,87,341,9,1,9,141.29,208.47,5,1871.23,1271.61
1911,20241106,92,200,7,20,1,143.8,161.04,0,161.04,143.8
1912,20250318,62,183,1,1,6,238.75,280.66,15,1668.96,1432.5
1913,20241023,78,321,9,3,7,165.65,212.79,5,1484.53,1159.55
1914,20241014,66,170,5,4,2,56.62,81.27,5,157.54,113.24
1915,20241024,73,146,4,1,2,242.39,343.31,10,676.62,484.78
1916,20241007,97,273,1,11,1,367.42,529.07,5,524.07,367.42
1917,20240616,18,381,10,17,8,300.31,334.01,0,2672.08,2402.48
1918,20241107,42,233,3,16,4,312.61,357.28,15,1414.12,1250.44
1919,20250130,58,475,10,20,7,385.77,449.75,10,3138.25,2700.39
1920,20250207,73,265,1,7,5,242.39,275.34,5,1371.7,1211.95
1921,20240909,49,82,8,5,7,475.12,654.95,0,4584.65,3325.84
1922,20240618,85,9,5,16,1,485.9,587.45,10,577.45,485.9
1923,20240612,79,256,10,14,4,80.72,95.5,10,372.0,322.88
1924,20241229,99,493,1,11,9,155.36,210.2,0,1891.8,1398.24
1925,20240811,89,308,5,2,7,169.41,208.12,15,1441.84,1185.87
1926,20250210,51,381,9,19,1,59.49,88.26,0,88.26,59.49
1927,20250304,25,64,3,13,5,432.21,489.11,15,2430.55,2161.05
1928,20250323,54,404,8,14,5,181.28,258.27,10,1281.35,906.4
1929,20240621,13,440,3,17,7,72.07,95.76,15,655.32,504.49
1930,20240907,66,248,5,18,9,56.62,71.4,0,642.6,509.58
1931,20250118,67,246,6,4,8,85.35,94.94,10,749.52,682.8
1932,20240921,64,248,7,2,7,482.28,675.25,15,4711.75,3375.96
1933,20241215,64,396,8,18,7,482.28,559.2,5,3909.4,3375.96
1934,20250116,18,67,2,2,6,300.31,409.82,15,2443.92,1801.86
1935,20241117,19,97,9,8,3,374.94,560.18,5,1675.54,1124.82
1936,20241221,34,327,1,5,7,480.49,613.01,5,4286.07,3363.43
1937,20250512,97,471,4,16,4,367.42,425.75,15,1688.0,1469.68
1938,20250111,15,140,9,15,2,477.21,594.33,0,1188.66,954.42
1939,20240615,86,193,4,2,5,121.56,138.65,15,678.25,607.8
1940,20250509,16,68,2,7,4,178.79,224.77,10,889.08,715.16
1941,20250422,60,466,3,3,6,272.98,316.18,5,1892.08,1637.88
1942,20250409,1,226,10,12,4,491.11,581.24,10,2314.96,1964.44
1943,20241216,77,258,6,1,4,379.24,514.85,10,2049.4,1516.96
1944,20240910,87,70,5,9,5,141.29,176.61,15,868.05,706.45
1945,20250401,11,367,1,5,7,427.99,497.91,15,3470.37,2995.93
1946,20240722,57,85,8,19,4,41.58,53.69,15,199.76,166.32
1947,20250406,33,314,5,11,6,335.55,466.0,15,2781.0,2013.3
1948,20240710,47,458,1,1,5,442.11,658.97,10,3284.85,2210.55
1949,20250115,91,356,6,6,9,100.61,111.1,5,994.9,905.49
1950,20241018,28,340,2,6,8,28.01,37.57,10,290.56,224.08
1951,20240705,11,50,9,8,2,427.99,559.08,15,1103.16,855.98
1952,20250131,75,120,9,15,3,386.75,511.45,15,1519.35,1160.25
1953,20250402,89,484,5,11,6,169.41,215.34,0,1292.04,1016.46
1954,20240805,44,498,4,17,5,113.01,148.84,10,734.2,565.05
1955,20241024,64,447,9,4,3,482.28,706.34,5,2114.02,1446.84
1956,20241211,64,161,7,1,5,482.28,551.98,15,2744.9,2411.4
1957,20240630,33,234,3,10,4,335.55,465.72,10,1852.88,1342.2
1958,20250526,3,128,6,10,8,432.19,516.43,5,4126.44,3457.52
1959,20250117,46,147,6,12,4,77.77,94.03,5,371.12,311.08
1960,20241114,28,358,5,18,8,28.01,36.63,15,278.04,224.08
1961,20250424,85,435,6,4,6,485.9,546.56,10,3269.36,2915.4
1962,20240703,18,483,1,14,8,300.31,438.64,15,3494.12,2402.48
1963,20240603,74,313,3,12,6,56.01,70.23,15,406.38,336.06
1964,20241120,45,443,3,20,4,52.7,65.25,10,251.0,210.8
1965,20240605,50,16,5,12,1,91.43,102.25,0,102.25,91.43
1966,20250108,6,474,1,15,9,360.5,412.42,10,3701.78,3244.5
1967,20250120,62,456,10,11,3,238.75,307.28,15,906.84,716.25
1968,20240818,91,98,4,15,9,100.61,122.2,10,1089.8,905.49
1969,20250222,27,164,2,20,4,354.42,501.61,0,2006.44,1417.68
1970,20250513,63,386,1,10,1,99.19,129.25,15,114.25,99.19
1971,20240614,52,282,4,7,3,205.16,226.34,10,669.02,615.48
1972,20241211,11,179,7,10,9,427.99,509.6,0,4586.4,3851.91
1973,20240712,78,359,6,9,7,165.65,241.89,0,1693.23,1159.55
1974,20250109,68,221,1,8,2,421.87,498.4,15,981.8,843.74
1975,20240821,13,355,10,5,1,72.07,91.83,10,81.83,72.07
1976,20241119,81,184,2,19,2,392.82,585.14,10,1160.28,785.64
1977,20240819,65,474,1,19,8,393.94,534.55,15,4261.4,3151.52
1978,20250204,29,251,3,2,7,334.51,405.64,0,2839.48,2341.57
1979,20241212,82,464,6,13,4,54.6,60.73,15,227.92,218.4
1980,20250430,98,298,5,10,9,98.6,130.27,5,1167.43,887.4
1981,20250419,51,257,9,15,9,59.49,87.33,10,775.97,535.41
1982,20241110,27,308,6,2,9,354.42,405.33,5,3642.97,3189.78
1983,20241028,46,76,2,20,5,77.77,99.65,5,493.25,388.85
1984,20240724,81,266,9,1,5,392.82,560.15,10,2790.75,1964.1
1985,20250304,98,184,1,4,7,98.6,122.31,15,841.17,690.2
1986,20250414,23,338,9,15,5,232.73,343.72,10,1708.6,1163.65
1987,20250520,62,323,9,10,7,238.75,334.8,5,2338.6,1671.25
1988,20250322,26,195,2,14,1,295.43,435.06,10,425.06,295.43
1989,20241219,85,332,1,7,9,485.9,643.64,10,5782.76,4373.1
1990,20241116,36,438,10,14,9,493.82,654.51,5,5885.59,4444.38
1991,20250511,67,277,9,14,2,85.35,94.25,5,183.5,170.7
1992,20240825,48,139,9,13,1,52.81,75.93,15,60.93,52.81
1993,20250408,90,336,9,2,2,311.4,405.42,5,805.84,622.8
1994,20240630,44,73,6,18,7,113.01,143.13,15,986.91,791.07
1995,20250203,87,482,2,18,4,141.29,170.37,15,666.48,565.16
1996,20250227,15,392,9,18,3,477.21,707.22,15,2106.66,1431.63
1997,20250226,90,343,5,19,3,311.4,357.95,10,1063.85,934.2
1998,20240531,39,15,1,9,7,315.64,455.0,15,3170.0,2209.48
1999,20240901,7,205,3,17,7,48.58,70.22,15,476.54,340.06
2000,20250428,54,315,10,12,9,181.28,269.07,0,2421.63,1631.52
2001,20250104,2,317,9,2,8,353.44,523.69,10,4179.52,2827.52
2002,20240607,99,48,9,7,5,155.36,183.09,5,910.45,776.8
2003,20250411,29,20,9,2,6,334.51,452.85,5,2712.1,2007.06
2004,20241206,62,490,10,13,7,238.75,336.04,10,2342.28,1671.25
2005,20240529,30,340,3,14,3,421.29,517.28,0,1551.84,1263.87
2006,20250526,76,374,3,4,5,183.35,270.89,15,1339.45,916.75
2007,20240629,50,237,4,18,7,91.43,130.5,15,898.5,640.01
2008,20240804,62,336,10,7,5,238.75,351.88,10,1749.4,1193.75
2009,20250512,80,117,10,19,9,22.08,25.54,5,224.86,198.72
2010,20241225,4,256,3,15,1,269.02,346.35,10,336.35,269.02
2011,20240608,55,339,5,11,2,181.41,220.51,15,426.02,362.82
2012,20240911,1,452,4,15,1,491.11,691.61,5,686.61,491.11
2013,20250204,66,377,3,5,7,56.62,67.23,5,465.61,396.34
2014,20250413,77,475,10,20,9,379.24,537.95,0,4841.55,3413.16
2015,20240804,67,492,9,19,6,85.35,101.95,0,611.7,512.1
2016,20241026,79,296,10,16,9,80.72,116.74,15,1035.66,726.48
2017,20250516,37,125,6,8,7,424.81,530.36,10,3702.52,2973.67
2018,20240531,78,463,3,13,8,165.65,188.3,5,1501.4,1325.2
2019,20250313,58,82,7,19,7,385.77,552.17,10,3855.19,2700.39
2020,20241218,23,268,8,15,9,232.73,328.68,5,2953.12,2094.57
2021,20250312,94,101,7,10,6,160.77,220.87,5,1320.22,964.62
2022,20250406,73,183,3,17,5,242.39,278.14,0,1390.7,1211.95
2023,20240622,21,396,10,11,1,409.79,600.96,5,595.96,409.79
2024,20240708,9,382,4,5,5,184.56,221.74,10,1098.7,922.8
2025,20250131,97,420,4,15,7,367.42,412.11,0,2884.77,2571.94
2026,20250212,92,2,3,19,8,143.8,179.97,5,1434.76,1150.4
2027,20250524,72,179,9,7,2,373.31,535.14,5,1065.28,746.62
2028,20250316,18,434,3,8,8,300.31,376.51,15,2997.08,2402.48
2029,20240606,55,43,10,19,7,181.41,206.58,15,1431.06,1269.87
2030,20241221,60,80,9,6,1,272.98,357.5,5,352.5,272.98
2031,20241212,73,450,8,13,2,242.39,335.18,10,660.36,484.78
2032,20250215,6,163,8,9,1,360.5,452.55,15,437.55,360.5
2033,20241217,31,392,9,3,3,416.83,465.25,5,1390.75,1250.49
2034,20240911,21,236,1,11,1,409.79,600.3,10,590.3,409.79
2035,20240916,98,182,6,2,9,98.6,122.92,15,1091.28,887.4
2036,20240825,30,440,7,4,1,421.29,525.68,5,520.68,421.29
2037,20240829,90,311,8,18,2,311.4,440.11,15,865.22,622.8
2038,20250407,14,360,7,11,6,330.48,440.35,5,2637.1,1982.88
2039,20241221,44,350,7,1,5,113.01,154.65,0,773.25,565.05
2040,20250522,70,354,2,7,9,21.58,31.13,0,280.17,194.22
2041,20250221,44,394,9,14,9,113.01,150.2,15,1336.8,1017.09
2042,20241209,82,406,7,4,3,54.6,72.53,0,217.59,163.8
2043,20240529,87,89,9,10,7,141.29,182.72,5,1274.04,989.03
2044,20241001,13,186,10,3,1,72.07,102.83,15,87.83,72.07
2045,20240529,28,123,5,5,5,28.01,33.79,15,153.95,140.05
2046,20240601,36,454,6,1,8,493.82,738.31,15,5891.48,3950.56
2047,20240612,78,62,3,15,7,165.65,239.86,10,1669.02,1159.55
2048,20241002,22,149,4,12,4,471.96,595.31,5,2376.24,1887.84
2049,20240623,78,434,3,7,8,165.65,243.29,15,1931.32,1325.2
2050,20250125,1,43,6,10,4,491.11,658.34,5,2628.36,1964.44
2051,20241128,15,168,6,16,3,477.21,617.92,15,1838.76,1431.63
2052,20250214,98,174,9,13,2,98.6,134.99,5,264.98,197.2
2053,20241214,41,276,8,20,6,184.7,267.22,0,1603.32,1108.2
2054,20240808,88,21,5,8,5,237.06,346.05,15,1715.25,1185.3
2055,20240701,100,449,8,1,6,19.26,25.91,15,140.46,115.56
2056,20241220,93,318,4,17,8,42.41,49.18,15,378.44,339.28
2057,20250202,3,35,10,3,4,432.19,584.05,15,2321.2,1728.76
2058,20250104,70,218,5,20,1,21.58,27.83,10,17.83,21.58
2059,20241118,77,228,2,3,4,379.24,516.21,0,2064.84,1516.96
2060,20250203,30,290,10,16,6,421.29,519.33,0,3115.98,2527.74
2061,20241219,6,184,5,12,7,360.5,450.22,0,3151.54,2523.5
2062,20240614,35,77,3,17,6,154.41,223.52,15,1326.12,926.46
2063,20250402,20,290,1,6,7,463.8,541.11,5,3782.77,3246.6
2064,20250104,59,10,8,2,8,240.95,309.28,15,2459.24,1927.6
2065,20250120,76,161,2,16,4,183.35,232.09,5,923.36,733.4
2066,20250103,31,145,3,7,7,416.83,562.37,5,3931.59,2917.81
2067,20241118,54,340,4,11,6,181.28,215.7,15,1279.2,1087.68
2068,20241102,80,338,9,8,3,22.08,30.96,15,77.88,66.24
2069,20241207,50,467,10,1,6,91.43,107.95,15,632.7,548.58
2070,20250130,48,387,1,6,1,52.81,65.22,15,50.22,52.81
2071,20241130,3,195,4,4,1,432.19,626.23,0,626.23,432.19
2072,20241112,32,143,10,11,8,69.8,100.87,0,806.96,558.4
2073,20241112,44,129,5,13,9,113.01,132.83,0,1195.47,1017.09
2074,20241018,7,292,10,3,6,48.58,61.23,10,357.38,291.48
2075,20250309,8,493,5,12,5,498.19,562.01,15,2795.05,2490.95
2076,20240630,69,461,6,4,6,214.33,316.34,5,1893.04,1285.98
2077,20241031,15,362,3,11,7,477.21,655.26,15,4571.82,3340.47
2078,20250306,98,85,5,12,5,98.6,135.32,10,666.6,493.0
2079,20250113,79,376,4,5,7,80.72,92.67,15,633.69,565.04
2080,20250523,82,210,6,6,8,54.6,77.77,5,617.16,436.8
2081,20241013,80,20,10,9,2,22.08,28.62,0,57.24,44.16
2082,20250419,82,486,6,12,9,54.6,70.65,0,635.85,491.4
2083,20240928,86,425,2,12,7,121.56,161.58,10,1121.06,850.92
2084,20240613,54,415,5,15,3,181.28,202.84,15,593.52,543.84
2085,20240901,63,248,1,6,1,99.19,127.56,15,112.56,99.19
2086,20240704,82,92,9,14,7,54.6,66.94,10,458.58,382.2
2087,20250430,41,453,9,1,2,184.7,242.32,5,479.64,369.4
2088,20250523,69,296,9,7,5,214.33,301.2,10,1496.0,1071.65
2089,20250408,46,269,2,14,4,77.77,88.52,0,354.08,311.08
2090,20240624,50,430,1,16,1,91.43,108.3,15,93.3,91.43
2091,20240616,21,388,7,2,8,409.79,557.41,10,4449.28,3278.32
2092,20250502,7,448,1,13,8,48.58,62.47,10,489.76,388.64
2093,20250406,87,403,1,5,4,141.29,156.44,15,610.76,565.16
2094,20240812,98,465,9,14,6,98.6,136.12,0,816.72,591.6
2095,20250312,5,172,8,4,7,324.09,448.18,0,3137.26,2268.63
2096,20250427,69,408,1,19,5,214.33,280.68,15,1388.4,1071.65
2097,20240618,71,65,5,3,5,355.83,518.71,0,2593.55,1779.15
2098,20241206,18,487,5,17,4,300.31,390.61,0,1562.44,1201.24
2099,20250216,29,298,9,15,3,334.51,405.33,0,1215.99,1003.53
2100,20241103,71,212,3,20,4,355.83,533.71,15,2119.84,1423.32
2101,20240712,79,122,6,6,8,80.72,101.28,5,805.24,645.76
2102,20240601,75,333,2,10,6,386.75,468.6,15,2796.6,2320.5
2103,20241222,61,33,8,17,1,449.49,549.64,15,534.64,449.49
2104,20250123,22,19,7,6,1,471.96,613.43,15,598.43,471.96
2105,20250307,42,224,5,19,8,312.61,465.76,10,3716.08,2500.88
2106,20250224,66,418,8,7,2,56.62,62.77,15,110.54,113.24
2107,20250525,20,18,4,20,6,463.8,553.04,0,3318.24,2782.8
2108,20250121,14,66,8,2,3,330.48,368.32,10,1094.96,991.44
2109,20240617,71,388,1,10,2,355.83,448.07,10,886.14,711.66
2110,20240701,45,198,8,12,5,52.7,63.7,5,313.5,263.5
2111,20240729,50,275,9,19,9,91.43,116.86,15,1036.74,822.87
2112,20241017,52,401,8,16,7,205.16,242.46,10,1687.22,1436.12
2113,20240824,70,154,10,5,6,21.58,31.11,10,176.66,129.48
2114,20241116,60,335,10,17,5,272.98,307.89,0,1539.45,1364.9
2115,20240620,68,417,10,1,9,421.87,473.16,15,4243.44,3796.83
2116,20250228,50,396,7,3,5,91.43,125.26,10,616.3,457.15
2117,20241226,53,473,7,17,1,192.58,245.53,15,230.53,192.58
2118,20241121,84,126,6,3,4,400.42,559.31,15,2222.24,1601.68
2119,20250314,26,196,10,5,1,295.43,424.08,15,409.08,295.43
2120,20250408,38,413,9,1,7,183.58,242.04,0,1694.28,1285.06
2121,20241008,45,184,5,10,1,52.7,69.16,0,69.16,52.7
2122,20241121,16,160,8,4,3,178.79,263.89,10,781.67,536.37
2123,20240806,84,223,9,10,9,400.42,470.57,10,4225.13,3603.78
2124,20250105,89,423,9,16,8,169.41,238.34,10,1896.72,1355.28
2125,20240528,39,411,9,18,8,315.64,455.2,0,3641.6,2525.12
2126,20240808,16,304,8,14,8,178.79,238.44,10,1897.52,1430.32
2127,20241027,100,451,7,8,7,19.26,28.65,5,195.55,134.82
2128,20240619,60,379,9,7,9,272.98,351.35,5,3157.15,2456.82
2129,20241018,66,489,9,10,4,56.62,77.87,0,311.48,226.48
2130,20250527,30,409,4,20,3,421.29,618.45,5,1850.35,1263.87
2131,20241102,97,458,9,6,5,367.42,504.85,0,2524.25,1837.1
2132,20241108,37,478,4,12,8,424.81,629.86,0,5038.88,3398.48
2133,20240821,2,56,9,17,2,353.44,466.3,15,917.6,706.88
2134,20240904,45,364,2,11,4,52.7,65.19,15,245.76,210.8
2135,20241219,55,295,7,4,9,181.41,202.08,10,1808.72,1632.69
2136,20250214,74,38,9,12,3,56.01,82.07,15,231.21,168.03
2137,20250129,48,320,2,8,4,52.81,58.62,5,229.48,211.24
2138,20241117,75,202,5,8,6,386.75,570.96,0,3425.76,2320.5
2139,20250206,11,340,7,18,7,427.99,509.46,5,3561.22,2995.93
2140,20240810,12,91,7,10,6,70.45,101.04,0,606.24,422.7
2141,20241114,63,56,6,20,3,99.19,121.76,10,355.28,297.57
2142,20241004,26,285,1,3,4,295.43,378.78,15,1500.12,1181.72
