FlightID,FlightNumber,Origin,Destination,AircraftID,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival
F00194,AI445,MHH,DOC,A009,2025-01-09 02:00:00,2025-01-09 02:40:00,2025-01-09 05:00:00,2025-01-09 05:27:00
F00195,AI722,DOC,VAZ,A005,2025-01-09 03:00:00,2025-01-09 03:44:00,2025-01-09 06:00:00,2025-01-09 07:39:00
F00196,AI297,VAZ,VAZ,A004,2025-01-09 04:00:00,2025-01-09 04:53:00,2025-01-09 07:00:00,2025-01-09 08:35:00
F00197,AI145,IGE,FUO,A008,2025-01-09 05:00:00,2025-01-09 05:23:00,2025-01-09 08:00:00,2025-01-09 09:05:00
F00198,AI523,VAZ,DDB,A003,2025-01-09 06:00:00,2025-01-09 06:58:00,2025-01-09 09:00:00,2025-01-09 10:18:00
F00199,AI760,JIQ,HCU,A009,2025-01-09 07:00:00,2025-01-09 07:50:00,2025-01-09 10:00:00,2025-01-09 10:21:00
F00200,AI163,DOC,ZWZ,A004,2025-01-09 08:00:00,2025-01-09 08:18:00,2025-01-09 11:00:00,2025-01-09 11:29:00
F00201,AI815,XFU,SUQ,A000,2025-01-09 09:00:00,2025-01-09 09:29:00,2025-01-09 12:00:00,2025-01-09 12:21:00
F00202,AI418,MHH,FUO,A009,2025-01-09 10:00:00,2025-01-09 10:41:00,2025-01-09 13:00:00,2025-01-09 13:35:00
F00203,AI915,IGE,WIO,A006,2025-01-09 11:00:00,2025-01-09 11:18:00,2025-01-09 14:00:00,2025-01-09 14:55:00
F00204,AI498,XCV,FOL,A005,2025-01-09 12:00:00,2025-01-09 12:36:00,2025-01-09 15:00:00,2025-01-09 15:16:00
F00205,AI153,CSV,CSV,A001,2025-01-09 13:00:00,2025-01-09 13:12:00,2025-01-09 16:00:00,2025-01-09 17:39:00
F00206,AI714,WIO,FUO,A005,2025-01-09 14:00:00,2025-01-09 15:06:00,2025-01-09 17:00:00,2025-01-09 18:38:00
F00207,AI885,DDB,DIX,A004,2025-01-09 15:00:00,2025-01-09 16:02:00,2025-01-09 18:00:00,2025-01-09 18:48:00
F00208,AI913,SSB,MHH,A005,2025-01-09 16:00:00,2025-01-09 16:13:00,2025-01-09 19:00:00,2025-01-09 20:01:00
F00209,AI828,FOL,XCV,A001,2025-01-09 17:00:00,2025-01-09 17:54:00,2025-01-09 20:00:00,2025-01-09 20:26:00
F00210,AI272,ZWZ,MHH,A004,2025-01-09 18:00:00,2025-01-09 18:24:00,2025-01-09 21:00:00,2025-01-09 21:33:00
F00211,AI466,FUO,XCV,A009,2025-01-09 19:00:00,2025-01-09 19:42:00,2025-01-09 22:00:00,2025-01-09 22:13:00
F00212,AI955,DOC,VAZ,A002,2025-01-09 20:00:00,2025-01-09 20:14:00,2025-01-09 23:00:00,2025-01-09 23:56:00
F00213,AI179,PVI,DDB,A005,2025-01-09 21:00:00,2025-01-09 21:13:00,2025-01-10 00:00:00,2025-01-10 00:39:00
F00214,AI518,SSB,IGE,A000,2025-01-09 22:00:00,2025-01-09 22:55:00,2025-01-10 01:00:00,2025-01-10 01:12:00
F00215,AI155,FOL,FOL,A000,2025-01-09 23:00:00,2025-01-09 23:21:00,2025-01-10 02:00:00,2025-01-10 02:15:00
F00216,AI551,PVI,XCV,A009,2025-01-10 00:00:00,2025-01-10 00:32:00,2025-01-10 03:00:00,2025-01-10 04:21:00
F00217,AI463,XCV,SSB,A006,2025-01-10 01:00:00,2025-01-10 01:23:00,2025-01-10 04:00:00,2025-01-10 04:25:00
F00218,AI718,DOC,IGE,A000,2025-01-10 02:00:00,2025-01-10 03:07:00,2025-01-10 05:00:00,2025-01-10 06:28:00
F00219,AI735,SUQ,DOC,A006,2025-01-10 03:00:00,2025-01-10 03:55:00,2025-01-10 06:00:00,2025-01-10 06:45:00
F00220,AI874,FUO,XCV,A003,2025-01-10 04:00:00,2025-01-10 04:21:00,2025-01-10 07:00:00,2025-01-10 08:02:00
F00221,AI361,VAZ,FOL,A006,2025-01-10 05:00:00,2025-01-10 06:06:00,2025-01-10 08:00:00,2025-01-10 08:17:00
F00222,AI788,CSV,XFU,A009,2025-01-10 06:00:00,2025-01-10 06:26:00,2025-01-10 09:00:00,2025-01-10 10:01:00
F00223,AI417,IGE,IGE,A007,2025-01-10 07:00:00,2025-01-10 07:34:00,2025-01-10 10:00:00,2025-01-10 11:01:00
F00224,AI676,HCU,JIQ,A004,2025-01-10 08:00:00,2025-01-10 08:39:00,2025-01-10 11:00:00,2025-01-10 11:39:00
F00225,AI969,PVI,HCU,A000,2025-01-10 09:00:00,2025-01-10 09:31:00,2025-01-10 12:00:00,2025-01-10 13:05:00
F00226,AI923,IGE,XCV,A002,2025-01-10 10:00:00,2025-01-10 10:56:00,2025-01-10 13:00:00,2025-01-10 13:21:00
F00227,AI564,JIQ,CSV,A009,2025-01-10 11:00:00,2025-01-10 11:35:00,2025-01-10 14:00:00,2025-01-10 15:17:00
F00228,AI522,MHH,FUO,A007,2025-01-10 12:00:00,2025-01-10 12:26:00,2025-01-10 15:00:00,2025-01-10 16:27:00
F00229,AI285,MHH,CSV,A008,2025-01-10 13:00:00,2025-01-10 14:07:00,2025-01-10 16:00:00,2025-01-10 17:05:00
F00230,AI131,WIO,CSV,A001,2025-01-10 14:00:00,2025-01-10 15:04:00,2025-01-10 17:00:00,2025-01-10 18:38:00
F00231,AI564,DOC,FUO,A000,2025-01-10 15:00:00,2025-01-10 16:03:00,2025-01-10 18:00:00,2025-01-10 19:18:00
F00232,AI921,VAZ,WIO,A000,2025-01-10 16:00:00,2025-01-10 16:29:00,2025-01-10 19:00:00,2025-01-10 20:36:00
F00233,AI370,VAZ,CSV,A001,2025-01-10 17:00:00,2025-01-10 17:43:00,2025-01-10 20:00:00,2025-01-10 21:07:00
F00234,AI295,FOL,FUO,A002,2025-01-10 18:00:00,2025-01-10 18:50:00,2025-01-10 21:00:00,2025-01-10 21:21:00
F00235,AI496,IGE,SUQ,A006,2025-01-10 19:00:00,2025-01-10 19:42:00,2025-01-10 22:00:00,2025-01-10 23:28:00
F00236,AI165,JIQ,MHH,A006,2025-01-10 20:00:00,2025-01-10 20:46:00,2025-01-10 23:00:00,2025-01-11 00:32:00
F00237,AI466,HCU,FOL,A009,2025-01-10 21:00:00,2025-01-10 22:09:00,2025-01-11 00:00:00,2025-01-11 01:39:00
F00238,AI198,SSB,DIX,A002,2025-01-10 22:00:00,2025-01-10 23:09:00,2025-01-11 01:00:00,2025-01-11 01:13:00
F00239,AI226,NBX,MHH,A003,2025-01-10 23:00:00,2025-01-11 00:07:00,2025-01-11 02:00:00,2025-01-11 02:47:00
F00240,AI126,WIO,XCV,A008,2025-01-11 00:00:00,2025-01-11 00:16:00,2025-01-11 03:00:00,2025-01-11 03:17:00
F00241,AI459,XFU,XCV,A001,2025-01-11 01:00:00,2025-01-11 01:31:00,2025-01-11 04:00:00,2025-01-11 04:39:00
F00242,AI121,JIQ,IGE,A000,2025-01-11 02:00:00,2025-01-11 02:41:00,2025-01-11 05:00:00,2025-01-11 06:28:00
F00243,AI281,DIX,DOC,A000,2025-01-11 03:00:00,2025-01-11 03:23:00,2025-01-11 06:00:00,2025-01-11 06:21:00
F00244,AI513,PVI,DIX,A006,2025-01-11 04:00:00,2025-01-11 04:17:00,2025-01-11 07:00:00,2025-01-11 08:23:00
F00245,AI730,WIO,DDB,A006,2025-01-11 05:00:00,2025-01-11 06:06:00,2025-01-11 08:00:00,2025-01-11 08:21:00
F00246,AI807,SUQ,WIO,A004,2025-01-11 06:00:00,2025-01-11 06:34:00,2025-01-11 09:00:00,2025-01-11 09:26:00
F00247,AI769,HCU,DIX,A002,2025-01-11 07:00:00,2025-01-11 07:25:00,2025-01-11 10:00:00,2025-01-11 11:10:00
F00248,AI113,WIO,HCU,A006,2025-01-11 08:00:00,2025-01-11 08:51:00,2025-01-11 11:00:00,2025-01-11 12:13:00
F00249,AI430,VAZ,FUO,A000,2025-01-11 09:00:00,2025-01-11 09:28:00,2025-01-11 12:00:00,2025-01-11 13:09:00
F00250,AI567,FOL,XFU,A005,2025-01-11 10:00:00,2025-01-11 10:50:00,2025-01-11 13:00:00,2025-01-11 13:11:00
F00251,AI909,GBR,SSB,A006,2025-01-11 11:00:00,2025-01-11 12:04:00,2025-01-11 14:00:00,2025-01-11 14:28:00
F00252,AI667,FUO,FOL,A008,2025-01-11 12:00:00,2025-01-11 12:25:00,2025-01-11 15:00:00,2025-01-11 16:03:00
F00253,AI863,XCV,ZWZ,A003,2025-01-11 13:00:00,2025-01-11 13:21:00,2025-01-11 16:00:00,2025-01-11 16:38:00
F00254,AI992,PVI,CSV,A008,2025-01-11 14:00:00,2025-01-11 14:48:00,2025-01-11 17:00:00,2025-01-11 18:14:00
F00255,AI811,ZWZ,PVI,A005,2025-01-11 15:00:00,2025-01-11 15:57:00,2025-01-11 18:00:00,2025-01-11 19:35:00
F00256,AI607,CSV,MHH,A009,2025-01-11 16:00:00,2025-01-11 16:39:00,2025-01-11 19:00:00,2025-01-11 20:38:00
F00257,AI587,SSB,SUQ,A003,2025-01-11 17:00:00,2025-01-11 18:07:00,2025-01-11 20:00:00,2025-01-11 21:23:00
F00258,AI182,JIQ,PVI,A000,2025-01-11 18:00:00,2025-01-11 18:11:00,2025-01-11 21:00:00,2025-01-11 21:18:00
F00259,AI978,HCU,XFU,A006,2025-01-11 19:00:00,2025-01-11 19:41:00,2025-01-11 22:00:00,2025-01-11 23:32:00
F00260,AI152,GBR,HCU,A007,2025-01-11 20:00:00,2025-01-11 21:04:00,2025-01-11 23:00:00,2025-01-11 23:21:00
F00261,AI648,DIX,IGE,A008,2025-01-11 21:00:00,2025-01-11 21:54:00,2025-01-12 00:00:00,2025-01-12 01:01:00
F00262,AI982,MHH,ZWZ,A000,2025-01-11 22:00:00,2025-01-11 22:34:00,2025-01-12 01:00:00,2025-01-12 02:31:00
F00263,AI511,HCU,SSB,A003,2025-01-11 23:00:00,2025-01-11 23:34:00,2025-01-12 02:00:00,2025-01-12 03:05:00
F00264,AI909,DOC,VAZ,A005,2025-01-12 00:00:00,2025-01-12 00:13:00,2025-01-12 03:00:00,2025-01-12 03:25:00
F00265,AI902,IGE,GBR,A007,2025-01-12 01:00:00,2025-01-12 01:28:00,2025-01-12 04:00:00,2025-01-12 04:13:00
F00266,AI979,XCV,FUO,A002,2025-01-12 02:00:00,2025-01-12 02:57:00,2025-01-12 05:00:00,2025-01-12 06:38:00
F00267,AI368,CSV,WIO,A009,2025-01-12 03:00:00,2025-01-12 03:13:00,2025-01-12 06:00:00,2025-01-12 07:35:00
F00268,AI128,NBX,ZWZ,A003,2025-01-12 04:00:00,2025-01-12 04:52:00,2025-01-12 07:00:00,2025-01-12 07:38:00
F00269,AI763,FUO,WIO,A003,2025-01-12 05:00:00,2025-01-12 05:22:00,2025-01-12 08:00:00,2025-01-12 09:08:00
F00270,AI628,MHH,CSV,A000,2025-01-12 06:00:00,2025-01-12 06:48:00,2025-01-12 09:00:00,2025-01-12 10:35:00
F00271,AI198,ZWZ,CSV,A003,2025-01-12 07:00:00,2025-01-12 07:45:00,2025-01-12 10:00:00,2025-01-12 11:28:00
F00272,AI956,SSB,HCU,A001,2025-01-12 08:00:00,2025-01-12 08:32:00,2025-01-12 11:00:00,2025-01-12 12:15:00
F00273,AI946,PVI,FUO,A004,2025-01-12 09:00:00,2025-01-12 09:15:00,2025-01-12 12:00:00,2025-01-12 13:26:00
F00274,AI182,XCV,VAZ,A005,2025-01-12 10:00:00,2025-01-12 10:33:00,2025-01-12 13:00:00,2025-01-12 13:21:00
F00275,AI441,SSB,MHH,A005,2025-01-12 11:00:00,2025-01-12 11:53:00,2025-01-12 14:00:00,2025-01-12 14:35:00
F00276,AI467,HCU,ZWZ,A004,2025-01-12 12:00:00,2025-01-12 12:42:00,2025-01-12 15:00:00,2025-01-12 15:21:00
F00277,AI200,GBR,GBR,A002,2025-01-12 13:00:00,2025-01-12 13:21:00,2025-01-12 16:00:00,2025-01-12 16:44:00
F00278,AI582,IGE,XFU,A002,2025-01-12 14:00:00,2025-01-12 14:50:00,2025-01-12 17:00:00,2025-01-12 17:11:00
F00279,AI133,WIO,IGE,A009,2025-01-12 15:00:00,2025-01-12 15:30:00,2025-01-12 18:00:00,2025-01-12 18:26:00
F00280,AI257,DIX,HCU,A006,2025-01-12 16:00:00,2025-01-12 16:20:00,2025-01-12 19:00:00,2025-01-12 19:11:00
F00281,AI628,PVI,MHH,A004,2025-01-12 17:00:00,2025-01-12 18:04:00,2025-01-12 20:00:00,2025-01-12 20:26:00
F00282,AI740,GBR,XCV,A000,2025-01-12 18:00:00,2025-01-12 18:53:00,2025-01-12 21:00:00,2025-01-12 21:43:00
F00283,AI924,JIQ,FUO,A006,2025-01-12 19:00:00,2025-01-12 19:47:00,2025-01-12 22:00:00,2025-01-12 22:43:00
F00284,AI393,CSV,SSB,A001,2025-01-12 20:00:00,2025-01-12 20:38:00,2025-01-12 23:00:00,2025-01-12 23:54:00
F00285,AI137,SSB,CSV,A009,2025-01-12 21:00:00,2025-01-12 21:57:00,2025-01-13 00:00:00,2025-01-13 00:50:00
F00286,AI100,ZWZ,DDB,A007,2025-01-12 22:00:00,2025-01-12 22:50:00,2025-01-13 01:00:00,2025-01-13 02:22:00
F00287,AI485,DDB,DIX,A002,2025-01-12 23:00:00,2025-01-12 23:12:00,2025-01-13 02:00:00,2025-01-13 03:27:00
F00288,AI445,HCU,XFU,A006,2025-01-13 00:00:00,2025-01-13 00:37:00,2025-01-13 03:00:00,2025-01-13 04:33:00
F00289,AI260,NBX,VAZ,A003,2025-01-13 01:00:00,2025-01-13 01:29:00,2025-01-13 04:00:00,2025-01-13 04:42:00
F00290,AI661,HCU,FOL,A006,2025-01-13 02:00:00,2025-01-13 02:35:00,2025-01-13 05:00:00,2025-01-13 05:33:00
F00291,AI812,IGE,NBX,A006,2025-01-13 03:00:00,2025-01-13 03:33:00,2025-01-13 06:00:00,2025-01-13 07:18:00
F00292,AI250,NBX,JIQ,A002,2025-01-13 04:00:00,2025-01-13 05:03:00,2025-01-13 07:00:00,2025-01-13 07:41:00
F00293,AI264,CSV,GBR,A008,2025-01-13 05:00:00,2025-01-13 06:01:00,2025-01-13 08:00:00,2025-01-13 08:32:00
F00294,AI278,FOL,PVI,A007,2025-01-13 06:00:00,2025-01-13 06:56:00,2025-01-13 09:00:00,2025-01-13 10:14:00
F00295,AI898,WIO,FUO,A009,2025-01-13 07:00:00,2025-01-13 07:30:00,2025-01-13 10:00:00,2025-01-13 10:41:00
F00296,AI262,FOL,FUO,A005,2025-01-13 08:00:00,2025-01-13 09:03:00,2025-01-13 11:00:00,2025-01-13 12:29:00
F00297,AI755,MHH,ZWZ,A000,2025-01-13 09:00:00,2025-01-13 09:39:00,2025-01-13 12:00:00,2025-01-13 13:33:00
F00298,AI796,CSV,MHH,A009,2025-01-13 10:00:00,2025-01-13 10:13:00,2025-01-13 13:00:00,2025-01-13 13:25:00
F00299,AI348,HCU,DDB,A008,2025-01-13 11:00:00,2025-01-13 11:45:00,2025-01-13 14:00:00,2025-01-13 15:01:00
F00300,AI999,PVI,SUQ,A003,2025-01-13 12:00:00,2025-01-13 12:49:00,2025-01-13 15:00:00,2025-01-13 15:22:00
F00301,AI739,CSV,DDB,A003,2025-01-13 13:00:00,2025-01-13 13:19:00,2025-01-13 16:00:00,2025-01-13 16:55:00
F00302,AI436,HCU,DOC,A008,2025-01-13 14:00:00,2025-01-13 14:19:00,2025-01-13 17:00:00,2025-01-13 17:20:00
F00303,AI124,FOL,GBR,A006,2025-01-13 15:00:00,2025-01-13 15:51:00,2025-01-13 18:00:00,2025-01-13 19:30:00
F00304,AI594,NBX,NBX,A007,2025-01-13 16:00:00,2025-01-13 16:33:00,2025-01-13 19:00:00,2025-01-13 20:20:00
F00305,AI740,SUQ,DOC,A003,2025-01-13 17:00:00,2025-01-13 17:13:00,2025-01-13 20:00:00,2025-01-13 20:31:00
F00306,AI794,CSV,SSB,A009,2025-01-13 18:00:00,2025-01-13 18:56:00,2025-01-13 21:00:00,2025-01-13 22:17:00
F00307,AI507,HCU,FOL,A001,2025-01-13 19:00:00,2025-01-13 19:36:00,2025-01-13 22:00:00,2025-01-13 23:30:00
F00308,AI145,SSB,DIX,A008,2025-01-13 20:00:00,2025-01-13 21:00:00,2025-01-13 23:00:00,2025-01-14 00:14:00
F00309,AI331,IGE,XFU,A001,2025-01-13 21:00:00,2025-01-13 21:54:00,2025-01-14 00:00:00,2025-01-14 00:11:00
F00310,AI346,MHH,WIO,A002,2025-01-13 22:00:00,2025-01-13 22:13:00,2025-01-14 01:00:00,2025-01-14 02:00:00
F00311,AI750,FUO,DDB,A002,2025-01-13 23:00:00,2025-01-13 23:41:00,2025-01-14 02:00:00,2025-01-14 03:32:00
F00312,AI388,DDB,DOC,A004,2025-01-14 00:00:00,2025-01-14 00:19:00,2025-01-14 03:00:00,2025-01-14 04:32:00
F00313,AI436,JIQ,PVI,A000,2025-01-14 01:00:00,2025-01-14 01:20:00,2025-01-14 04:00:00,2025-01-14 05:07:00
F00314,AI274,PVI,MHH,A005,2025-01-14 02:00:00,2025-01-14 02:37:00,2025-01-14 05:00:00,2025-01-14 05:32:00
F00315,AI343,CSV,FOL,A001,2025-01-14 03:00:00,2025-01-14 03:55:00,2025-01-14 06:00:00,2025-01-14 06:25:00
F00316,AI460,DIX,GBR,A002,2025-01-14 04:00:00,2025-01-14 04:17:00,2025-01-14 07:00:00,2025-01-14 07:25:00
F00317,AI331,SSB,VAZ,A009,2025-01-14 05:00:00,2025-01-14 05:49:00,2025-01-14 08:00:00,2025-01-14 08:38:00
F00318,AI267,DIX,MHH,A008,2025-01-14 06:00:00,2025-01-14 06:31:00,2025-01-14 09:00:00,2025-01-14 10:21:00
F00319,AI999,DDB,DDB,A009,2025-01-14 07:00:00,2025-01-14 07:43:00,2025-01-14 10:00:00,2025-01-14 10:37:00
F00320,AI530,DIX,XFU,A002,2025-01-14 08:00:00,2025-01-14 08:54:00,2025-01-14 11:00:00,2025-01-14 12:38:00
F00321,AI574,FOL,IGE,A008,2025-01-14 09:00:00,2025-01-14 09:44:00,2025-01-14 12:00:00,2025-01-14 13:07:00
F00322,AI472,SSB,PVI,A006,2025-01-14 10:00:00,2025-01-14 10:44:00,2025-01-14 13:00:00,2025-01-14 14:08:00
F00323,AI997,GBR,FUO,A004,2025-01-14 11:00:00,2025-01-14 11:34:00,2025-01-14 14:00:00,2025-01-14 15:38:00
F00324,AI678,XCV,SSB,A000,2025-01-14 12:00:00,2025-01-14 12:43:00,2025-01-14 15:00:00,2025-01-14 16:26:00
F00325,AI241,NBX,IGE,A005,2025-01-14 13:00:00,2025-01-14 13:15:00,2025-01-14 16:00:00,2025-01-14 16:23:00
F00326,AI495,DOC,DOC,A002,2025-01-14 14:00:00,2025-01-14 14:50:00,2025-01-14 17:00:00,2025-01-14 17:28:00
F00327,AI678,FOL,JIQ,A000,2025-01-14 15:00:00,2025-01-14 15:46:00,2025-01-14 18:00:00,2025-01-14 19:28:00
F00328,AI889,MHH,DOC,A008,2025-01-14 16:00:00,2025-01-14 16:10:00,2025-01-14 19:00:00,2025-01-14 20:28:00
F00329,AI113,DOC,ZWZ,A003,2025-01-14 17:00:00,2025-01-14 17:21:00,2025-01-14 20:00:00,2025-01-14 20:30:00
F00330,AI266,MHH,DIX,A007,2025-01-14 18:00:00,2025-01-14 18:44:00,2025-01-14 21:00:00,2025-01-14 22:21:00
F00331,AI697,HCU,PVI,A009,2025-01-14 19:00:00,2025-01-14 19:15:00,2025-01-14 22:00:00,2025-01-14 23:05:00
F00332,AI105,DIX,DIX,A004,2025-01-14 20:00:00,2025-01-14 21:03:00,2025-01-14 23:00:00,2025-01-14 23:54:00
F00333,AI803,FUO,HCU,A006,2025-01-14 21:00:00,2025-01-14 21:26:00,2025-01-15 00:00:00,2025-01-15 00:54:00
F00334,AI499,WIO,IGE,A000,2025-01-14 22:00:00,2025-01-14 22:18:00,2025-01-15 01:00:00,2025-01-15 01:25:00
F00335,AI835,PVI,GBR,A003,2025-01-14 23:00:00,2025-01-14 23:11:00,2025-01-15 02:00:00,2025-01-15 03:37:00
F00336,AI920,ZWZ,DIX,A009,2025-01-15 00:00:00,2025-01-15 00:27:00,2025-01-15 03:00:00,2025-01-15 04:25:00
F00337,AI276,DIX,FOL,A004,2025-01-15 01:00:00,2025-01-15 01:58:00,2025-01-15 04:00:00,2025-01-15 05:27:00
F00338,AI252,WIO,MHH,A003,2025-01-15 02:00:00,2025-01-15 02:45:00,2025-01-15 05:00:00,2025-01-15 05:39:00
F00339,AI119,DOC,PVI,A005,2025-01-15 03:00:00,2025-01-15 04:06:00,2025-01-15 06:00:00,2025-01-15 07:32:00
F00340,AI125,CSV,IGE,A001,2025-01-15 04:00:00,2025-01-15 04:37:00,2025-01-15 07:00:00,2025-01-15 07:14:00
F00341,AI943,SUQ,GBR,A004,2025-01-15 05:00:00,2025-01-15 05:50:00,2025-01-15 08:00:00,2025-01-15 08:38:00
F00342,AI431,HCU,NBX,A007,2025-01-15 06:00:00,2025-01-15 07:02:00,2025-01-15 09:00:00,2025-01-15 10:15:00
F00343,AI622,DDB,DIX,A005,2025-01-15 07:00:00,2025-01-15 07:46:00,2025-01-15 10:00:00,2025-01-15 10:59:00
F00344,AI103,JIQ,PVI,A004,2025-01-15 08:00:00,2025-01-15 08:58:00,2025-01-15 11:00:00,2025-01-15 11:59:00
F00345,AI139,JIQ,DIX,A000,2025-01-15 09:00:00,2025-01-15 09:35:00,2025-01-15 12:00:00,2025-01-15 13:37:00
F00346,AI148,SSB,SUQ,A004,2025-01-15 10:00:00,2025-01-15 10:13:00,2025-01-15 13:00:00,2025-01-15 14:07:00
F00347,AI895,DOC,XFU,A001,2025-01-15 11:00:00,2025-01-15 11:49:00,2025-01-15 14:00:00,2025-01-15 15:30:00
F00348,AI214,FUO,IGE,A005,2025-01-15 12:00:00,2025-01-15 12:45:00,2025-01-15 15:00:00,2025-01-15 15:51:00
F00349,AI686,HCU,GBR,A004,2025-01-15 13:00:00,2025-01-15 14:00:00,2025-01-15 16:00:00,2025-01-15 17:16:00
F00350,AI726,FUO,FOL,A003,2025-01-15 14:00:00,2025-01-15 14:40:00,2025-01-15 17:00:00,2025-01-15 17:57:00
F00351,AI251,NBX,ZWZ,A005,2025-01-15 15:00:00,2025-01-15 15:39:00,2025-01-15 18:00:00,2025-01-15 18:27:00
F00352,AI897,XFU,IGE,A003,2025-01-15 16:00:00,2025-01-15 16:59:00,2025-01-15 19:00:00,2025-01-15 19:30:00
F00353,AI256,SSB,PVI,A003,2025-01-15 17:00:00,2025-01-15 17:43:00,2025-01-15 20:00:00,2025-01-15 20:48:00
F00354,AI789,IGE,SUQ,A003,2025-01-15 18:00:00,2025-01-15 18:28:00,2025-01-15 21:00:00,2025-01-15 22:14:00
F00355,AI905,MHH,CSV,A003,2025-01-15 19:00:00,2025-01-15 19:27:00,2025-01-15 22:00:00,2025-01-15 22:16:00
F00356,AI488,XFU,ZWZ,A006,2025-01-15 20:00:00,2025-01-15 20:39:00,2025-01-15 23:00:00,2025-01-15 23:32:00
F00357,AI906,NBX,JIQ,A001,2025-01-15 21:00:00,2025-01-15 21:30:00,2025-01-16 00:00:00,2025-01-16 01:29:00
F00358,AI127,ZWZ,PVI,A008,2025-01-15 22:00:00,2025-01-15 22:12:00,2025-01-16 01:00:00,2025-01-16 02:24:00
F00359,AI528,ZWZ,FUO,A004,2025-01-15 23:00:00,2025-01-15 23:15:00,2025-01-16 02:00:00,2025-01-16 02:44:00
F00360,AI546,ZWZ,FUO,A002,2025-01-16 00:00:00,2025-01-16 00:47:00,2025-01-16 03:00:00,2025-01-16 03:50:00
F00361,AI681,IGE,IGE,A005,2025-01-16 01:00:00,2025-01-16 01:22:00,2025-01-16 04:00:00,2025-01-16 04:48:00
F00362,AI802,SSB,DOC,A006,2025-01-16 02:00:00,2025-01-16 02:54:00,2025-01-16 05:00:00,2025-01-16 05:31:00
F00363,AI440,WIO,HCU,A000,2025-01-16 03:00:00,2025-01-16 04:03:00,2025-01-16 06:00:00,2025-01-16 06:44:00
F00364,AI828,NBX,VAZ,A008,2025-01-16 04:00:00,2025-01-16 04:12:00,2025-01-16 07:00:00,2025-01-16 07:42:00
F00365,AI353,MHH,HCU,A000,2025-01-16 05:00:00,2025-01-16 05:57:00,2025-01-16 08:00:00,2025-01-16 08:52:00
F00366,AI241,GBR,DIX,A008,2025-01-16 06:00:00,2025-01-16 06:37:00,2025-01-16 09:00:00,2025-01-16 09:54:00
F00367,AI472,DDB,MHH,A006,2025-01-16 07:00:00,2025-01-16 07:31:00,2025-01-16 10:00:00,2025-01-16 10:51:00
F00368,AI622,XFU,XFU,A001,2025-01-16 08:00:00,2025-01-16 08:49:00,2025-01-16 11:00:00,2025-01-16 11:37:00
F00369,AI321,DIX,VAZ,A004,2025-01-16 09:00:00,2025-01-16 09:49:00,2025-01-16 12:00:00,2025-01-16 12:58:00
F00370,AI646,VAZ,NBX,A003,2025-01-16 10:00:00,2025-01-16 10:21:00,2025-01-16 13:00:00,2025-01-16 13:20:00
F00371,AI509,GBR,CSV,A008,2025-01-16 11:00:00,2025-01-16 11:32:00,2025-01-16 14:00:00,2025-01-16 15:18:00
F00372,AI174,IGE,GBR,A004,2025-01-16 12:00:00,2025-01-16 12:40:00,2025-01-16 15:00:00,2025-01-16 15:27:00
F00373,AI232,FUO,DOC,A001,2025-01-16 13:00:00,2025-01-16 13:27:00,2025-01-16 16:00:00,2025-01-16 16:13:00
F00374,AI517,NBX,XCV,A001,2025-01-16 14:00:00,2025-01-16 14:16:00,2025-01-16 17:00:00,2025-01-16 18:37:00
F00375,AI679,GBR,CSV,A008,2025-01-16 15:00:00,2025-01-16 15:17:00,2025-01-16 18:00:00,2025-01-16 18:39:00
F00376,AI774,IGE,XFU,A006,2025-01-16 16:00:00,2025-01-16 16:28:00,2025-01-16 19:00:00,2025-01-16 19:40:00
F00377,AI459,VAZ,JIQ,A008,2025-01-16 17:00:00,2025-01-16 17:38:00,2025-01-16 20:00:00,2025-01-16 21:25:00
F00378,AI198,ZWZ,HCU,A005,2025-01-16 18:00:00,2025-01-16 18:53:00,2025-01-16 21:00:00,2025-01-16 22:16:00
F00379,AI541,XFU,CSV,A002,2025-01-16 19:00:00,2025-01-16 19:29:00,2025-01-16 22:00:00,2025-01-16 23:10:00
F00380,AI546,DIX,MHH,A002,2025-01-16 20:00:00,2025-01-16 20:59:00,2025-01-16 23:00:00,2025-01-16 23:17:00
F00381,AI351,DIX,SSB,A001,2025-01-16 21:00:00,2025-01-16 21:51:00,2025-01-17 00:00:00,2025-01-17 01:01:00
F00382,AI582,SUQ,PVI,A004,2025-01-16 22:00:00,2025-01-16 22:39:00,2025-01-17 01:00:00,2025-01-17 02:23:00
F00383,AI490,DIX,PVI,A004,2025-01-16 23:00:00,2025-01-16 23:56:00,2025-01-17 02:00:00,2025-01-17 03:37:00
F00384,AI330,SSB,CSV,A002,2025-01-17 00:00:00,2025-01-17 00:31:00,2025-01-17 03:00:00,2025-01-17 04:14:00
F00385,AI504,IGE,IGE,A007,2025-01-17 01:00:00,2025-01-17 01:19:00,2025-01-17 04:00:00,2025-01-17 04:27:00
F00386,AI345,SUQ,DIX,A004,2025-01-17 02:00:00,2025-01-17 02:35:00,2025-01-17 05:00:00,2025-01-17 05:50:00
F00387,AI760,HCU,FUO,A003,2025-01-17 03:00:00,2025-01-17 04:00:00,2025-01-17 06:00:00,2025-01-17 06:31:00
F00388,AI592,DDB,IGE,A008,2025-01-17 04:00:00,2025-01-17 04:42:00,2025-01-17 07:00:00,2025-01-17 07:36:00
